iter,n,runtime,solver
323,10,0.2831099033355713,qpoases
0,10,0.0015430450439453125,qpoases
0,10,0.00015211105346679688,qpoases
0,10,0.0002789497375488281,qpoases
0,10,0.000308990478515625,qpoases
0,10,0.0003650188446044922,qpoases
3,10,0.0051670074462890625,qpoases
7,10,0.0065920352935791016,qpoases
7,10,0.005114078521728516,qpoases
6,10,0.025784015655517578,qpoases
3,10,0.004372119903564453,qpoases
3,10,0.010883092880249023,qpoases
5,10,0.012360095977783203,qpoases
2,10,0.0013289451599121094,qpoases
5,10,0.00425410270690918,qpoases
1,10,0.0012328624725341797,qpoases
0,10,0.00023698806762695312,qpoases
2,10,0.002373933792114258,qpoases
0,10,0.00037598609924316406,qpoases
2,10,0.0015158653259277344,qpoases
0,10,0.00022411346435546875,qpoases
722,20,1.1368489265441895,qpoases
0,20,0.0011630058288574219,qpoases
0,20,0.0015108585357666016,qpoases
0,20,0.0007770061492919922,qpoases
0,20,0.0007538795471191406,qpoases
0,20,0.0010170936584472656,qpoases
6,20,0.0306699275970459,qpoases
23,20,0.04733085632324219,qpoases
16,20,0.03619790077209473,qpoases
16,20,0.03649187088012695,qpoases
18,20,0.045636892318725586,qpoases
9,20,0.02456808090209961,qpoases
2,20,0.006340980529785156,qpoases
1,20,0.0019440650939941406,qpoases
5,20,0.008560895919799805,qpoases
5,20,0.006433963775634766,qpoases
0,20,0.0005979537963867188,qpoases
0,20,0.0004360675811767578,qpoases
2,20,0.0026907920837402344,qpoases
0,20,0.0009059906005859375,qpoases
1,20,0.0019750595092773438,qpoases
1249,30,7.646330118179321,qpoases
0,30,0.0039370059967041016,qpoases
0,30,0.00801992416381836,qpoases
0,30,0.0012068748474121094,qpoases
14,30,0.10010981559753418,qpoases
26,30,0.2722458839416504,qpoases
30,30,0.16176605224609375,qpoases
32,30,0.17214679718017578,qpoases
26,30,0.13109612464904785,qpoases
13,30,0.08589386940002441,qpoases
17,30,0.10252904891967773,qpoases
10,30,0.10580992698669434,qpoases
8,30,0.06424403190612793,qpoases
5,30,0.03557014465332031,qpoases
5,30,0.030724048614501953,qpoases
8,30,0.06338000297546387,qpoases
0,30,0.004682064056396484,qpoases
2,30,0.012120962142944336,qpoases
0,30,0.0019221305847167969,qpoases
0,30,0.0012638568878173828,qpoases
0,30,0.0017771720886230469,qpoases
1233,50,9.991207122802734,qpoases
798,50,9.989924907684326,qpoases
114,50,1.141308069229126,qpoases
0,50,0.0037980079650878906,qpoases
9,50,0.10411310195922852,qpoases
33,50,0.3699948787689209,qpoases
48,50,0.5129909515380859,qpoases
49,50,0.5535461902618408,qpoases
42,50,0.48647189140319824,qpoases
27,50,0.29825901985168457,qpoases
20,50,0.2207190990447998,qpoases
12,50,0.1582961082458496,qpoases
4,50,0.04429197311401367,qpoases
10,50,0.11205720901489258,qpoases
13,50,0.15221118927001953,qpoases
2,50,0.024219989776611328,qpoases
0,50,0.0056459903717041016,qpoases
2,50,0.033360958099365234,qpoases
0,50,0.007664918899536133,qpoases
1,50,0.01852107048034668,qpoases
0,50,0.0031690597534179688,qpoases
1040,80,9.992825031280518,qpoases
620,80,9.980823040008545,qpoases
365,80,9.988205909729004,qpoases
225,80,9.963330030441284,qpoases
260,80,9.955422163009644,qpoases
345,80,9.984112977981567,qpoases
336,80,9.96763801574707,qpoases
188,80,4.797127962112427,qpoases
48,80,1.6521689891815186,qpoases
21,80,0.6787698268890381,qpoases
23,80,0.7724120616912842,qpoases
23,80,0.8272209167480469,qpoases
2,80,0.09793996810913086,qpoases
6,80,0.2162489891052246,qpoases
10,80,0.34816598892211914,qpoases
2,80,0.06290793418884277,qpoases
0,80,0.010345220565795898,qpoases
2,80,0.06654000282287598,qpoases
2,80,0.06728696823120117,qpoases
0,80,0.009324789047241211,qpoases
2,80,0.06615185737609863,qpoases
476,100,9.989673852920532,qpoases
569,100,9.994050025939941,qpoases
500,100,9.98378300666809,qpoases
454,100,9.99139404296875,qpoases
302,100,9.99230694770813,qpoases
231,100,9.950953960418701,qpoases
167,100,9.935807943344116,qpoases
141,100,9.97701120376587,qpoases
105,100,9.939373970031738,qpoases
170,100,9.953894853591919,qpoases
179,100,9.951884031295776,qpoases
164,100,9.963115930557251,qpoases
204,100,9.969738960266113,qpoases
247,100,9.977617025375366,qpoases
244,100,9.974138975143433,qpoases
256,100,9.957194089889526,qpoases
132,100,5.9324939250946045,qpoases
2,100,0.12664580345153809,qpoases
0,100,0.013926029205322266,qpoases
1,100,0.08560919761657715,qpoases
0,100,0.012974977493286133,qpoases
178,150,9.946573972702026,qpoases
230,150,9.966344833374023,qpoases
230,150,9.98147201538086,qpoases
226,150,9.961809158325195,qpoases
219,150,9.978929042816162,qpoases
227,150,9.958055019378662,qpoases
192,150,9.973268032073975,qpoases
185,150,9.974112033843994,qpoases
192,150,9.946897029876709,qpoases
186,150,9.942368030548096,qpoases
187,150,9.957926988601685,qpoases
174,150,9.928756952285767,qpoases
184,150,9.951756000518799,qpoases
185,150,9.957770109176636,qpoases
187,150,9.964385986328125,qpoases
194,150,9.9527268409729,qpoases
199,150,9.974564790725708,qpoases
169,150,9.974116086959839,qpoases
133,150,9.90719485282898,qpoases
128,150,9.904258012771606,qpoases
122,150,9.962440013885498,qpoases
100,200,9.895417213439941,qpoases
123,200,9.976823091506958,qpoases
124,200,9.942005157470703,qpoases
128,200,9.946155071258545,qpoases
127,200,9.940645933151245,qpoases
127,200,9.966050148010254,qpoases
127,200,9.959190845489502,qpoases
126,200,9.922770977020264,qpoases
124,200,9.951560020446777,qpoases
109,200,9.954113006591797,qpoases
125,200,9.973185062408447,qpoases
125,200,9.91825008392334,qpoases
126,200,9.920062780380249,qpoases
118,200,9.914203882217407,qpoases
99,200,9.993319034576416,qpoases
108,200,9.955951929092407,qpoases
116,200,9.9322030544281,qpoases
124,200,9.923507928848267,qpoases
124,200,9.909864902496338,qpoases
120,200,9.899978160858154,qpoases
107,200,9.88858699798584,qpoases
62,250,9.941750049591064,qpoases
69,250,9.958837032318115,qpoases
69,250,9.915747880935669,qpoases
68,250,9.914242029190063,qpoases
68,250,9.845401048660278,qpoases
68,250,9.834544897079468,qpoases
67,250,9.950659036636353,qpoases
69,250,9.863281965255737,qpoases
69,250,9.922948837280273,qpoases
71,250,9.880606174468994,qpoases
68,250,9.937723159790039,qpoases
64,250,9.83253812789917,qpoases
70,250,9.954067945480347,qpoases
69,250,9.877264976501465,qpoases
68,250,9.822424173355103,qpoases
70,250,9.926400899887085,qpoases
70,250,9.9110689163208,qpoases
70,250,9.911302089691162,qpoases
68,250,9.827876091003418,qpoases
69,250,9.860080003738403,qpoases
69,250,9.872757911682129,qpoases
33,300,9.782310009002686,qpoases
39,300,9.771179914474487,qpoases
46,300,9.891956090927124,qpoases
48,300,9.917577981948853,qpoases
45,300,9.806421995162964,qpoases
47,300,9.820643901824951,qpoases
47,300,9.774622917175293,qpoases
45,300,9.918741941452026,qpoases
46,300,9.873033046722412,qpoases
45,300,9.859121084213257,qpoases
43,300,9.724748849868774,qpoases
46,300,9.792600154876709,qpoases
45,300,9.910666942596436,qpoases
47,300,9.932983160018921,qpoases
48,300,9.935555934906006,qpoases
45,300,9.73155403137207,qpoases
41,300,9.904011964797974,qpoases
47,300,9.833527088165283,qpoases
47,300,9.828646183013916,qpoases
48,300,9.928416013717651,qpoases
47,300,9.769086837768555,qpoases
28,350,9.798629999160767,qpoases
33,350,9.920960903167725,qpoases
32,350,9.704349994659424,qpoases
32,350,9.67485499382019,qpoases
34,350,9.743802070617676,qpoases
34,350,9.662760972976685,qpoases
34,350,9.659225940704346,qpoases
34,350,9.665946960449219,qpoases
34,350,9.671648979187012,qpoases
35,350,9.899136066436768,qpoases
34,350,9.705651998519897,qpoases
34,350,9.771339893341064,qpoases
34,350,9.705545902252197,qpoases
34,350,9.786585092544556,qpoases
34,350,9.79384708404541,qpoases
34,350,9.708415031433105,qpoases
34,350,9.777765989303589,qpoases
34,350,9.795361995697021,qpoases
34,350,9.823724031448364,qpoases
34,350,9.81853699684143,qpoases
34,350,9.78290605545044,qpoases
19,400,9.704192161560059,qpoases
